title,description,rating,positive_ratio,user_reviews,price_final,tags,title-1,Indie,Singleplayer,Action,Adventure,Casual,2D,Simulation,Strategy,Atmospheric,RPG,Puzzle,Story Rich,Multiplayer,3D,Pixel Graphics,Exploration,Colorful,Cute,First-Person,Early Access,Fantasy,Funny,Free to Play,Horror,Anime,Arcade,Shooter,Retro,Female Protagonist,Family Friendly
Savant - Ascent,"A malicious orb has cast Savant out of his tower and transformed his surroundings into dangerous enemies!Dodge and shoot your way back up the tower, and blast down waves of enemies as you make your way towards the top! As you progress, you unlock CDs that not only give you new tracks to play to, but also grant you powerful new abilities!",Very Positive,93,2120,0.99,"['Action', 'Indie', 'Great Soundtrack', 'Music', ""Shoot 'Em Up"", 'Fast-Paced', 'Score Attack', 'Bullet Hell', 'Short', 'Arcade', 'Replay Value', '2D', 'Singleplayer', 'Difficult', 'Platformer', 'Pixel Graphics', 'Retro', 'GameMaker', 'Controller', 'Casual']",28088,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Super Motherload,"Set on Mars in an alternate Cold-War era, Super Motherload is a 1 to 4-player couch co-op digging adventure with storyline by Image Comics' Kurtis Wiebe, a fully voiced cast of Soviet and American characters, and a procedurally-generated world that changes each time you play.",Mostly Positive,77,593,14.99,"['Indie', 'Mining', 'Local Co-Op', 'Adventure', 'Casual', 'RPG', '4 Player Local', 'Local Multiplayer', 'Underground', 'Loot', 'Multiplayer', 'Sci-fi', 'Great Soundtrack', 'Singleplayer', 'Procedural Generation', 'Exploration', 'Classic', 'Action', 'Retro', 'Family Friendly']",31233,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Descent,"Prepare To Start Your Descent.Sensory overload in 360° 3-D.Welcome to Descent™ - 27 levels of the most mind-bending, stomach-churning action game ever. Featuring true 3-Dimensional worlds with light source shading, texture mapping, 3-D morphing, directional sound effects and sizzling music, this is technology taken to the limit.",Very Positive,96,385,9.99,"['Classic', '6DOF', 'Action', 'Old School', 'Shooter', 'FPS', 'Space', 'Retro', ""1990's"", 'Sci-fi', 'First-Person', 'Flight', 'Co-op', 'Singleplayer', 'Difficult', 'Pixel Graphics', 'Adventure', 'Nostalgia']",8746,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
Sentinel 3: Homeworld,The biggest installment of the award winning Sentinel sci-fi tower defense series now on PC!Take the fight to the alien homeworld and unleash a massive arsenal of weaponry. Get up close and personal on the battlefield in your power armor to execute devastating attacks and support your defenses! * An epic campaign across 20 levels.,Very Positive,82,122,1.39,"['Tower Defense', 'Strategy', 'Indie', 'Sci-fi', 'Action']",28415,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pajama Sam's Sock Works,"Climb in and help Pajama Sam control the Sock-O-Matic Mark III, the sock-sorting dream machine the makes chores fun!",Positive,89,38,4.99,"['Casual', 'Family Friendly', 'Puzzle', 'Adventure']",23640,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Heroes® of Might & Magic® III - HD Edition,"The most popular Heroes® title of all time is back in HD! Fifteen years later, rediscover the epic tale of Queen Catherine Ironfist, as she re-embarks on her critically acclaimed quest to unite her ravaged homeland and re-conquer the kingdom of Erathia.",Mostly Positive,78,13983,14.99,"['Strategy', 'Classic', 'Turn-Based Strategy', 'Multiplayer', 'Fantasy', 'RPG', 'Great Soundtrack', 'Turn-Based', 'Atmospheric', 'Singleplayer', 'Co-op', 'Remake', 'Adventure', 'Replay Value', 'Retro', 'Local Multiplayer', 'Magic', 'Local Co-Op', 'Nostalgia', 'Action']",15099,0,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Mecha Ace,"Step into the cockpit of a giant ""mecha"" robot, dueling with plasma sabers in an interstellar civil war!",Very Positive,87,138,5.99,"['Indie', 'RPG', 'Mechs', 'Choose Your Own Adventure', 'Interactive Fiction', 'Text-Based', 'Female Protagonist']",20076,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Spermination,"Fight the battle you already won, but never remember. It is you up against 1000 other sperm fighters. Can you beat off your competition and come first? Finally, collect your very own baby gnomes as trophies for your minivan!",Very Positive,87,337,1.99,"['Action', 'Indie', 'Racing', 'Comedy', 'Simulation', 'Memes', 'First-Person', 'Singleplayer', 'Atmospheric', 'Sexual Content', 'Adventure', 'FPS', 'Story Rich', 'Female Protagonist']",30147,1,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Pizza Express,Pizza Express is a fast-paced restaurant simulation where you'll join the laborious Gastone and his wreckless friend Lucky in a tasty adventure which will bring you from zero to hero. Manage every aspect of your pizzeria and turn it into the best eatery in town!,Very Positive,87,148,6.99,"['Simulation', 'Indie', 'Casual', 'Strategy', 'RPG', 'Cooking', 'Pixel Graphics', 'Management']",24394,1,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Max's Big Bust - A Captain Nekorai Tale,"Max's Big Bust is a Life Sim/Visual Novel that follows the story of two cops, Max and Brad, as they investigate a shady new drug that's been circulating the mean streets of Axon City.",Very Positive,95,92,19.99,"['Visual Novel', 'Anime', 'Indie', 'Adventure', 'Simulation', 'Nudity', 'Female Protagonist', 'Dating Sim', 'Detective', 'Mystery', 'Point & Click', 'Sexual Content']",20007,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Hydra Slayer,roguelike based on mathematical puzzles,Positive,91,37,5.99,"['Traditional Roguelike', 'Inventory Management', 'Mythology', 'Science', 'Turn-Based Tactics', 'Roguelike', 'Procedural Generation', 'Strategy', 'Education', '2D', 'Turn-Based', 'Fantasy', 'Singleplayer', 'Difficult', 'Pixel Graphics', 'Dungeon Crawler', 'Tactical', 'Grid-Based Movement', 'Puzzle', 'Indie']",15763,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Timelapse,Your friend Professor Nichols has gone missing. Armed with the archeologist's journal you set out on a journey that will take you to places - and times - you haven't even dreamt of.,Positive,80,35,5.99,"['Adventure', 'Point & Click', 'Puzzle', ""1990's""]",34573,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hidden Folks,"Search for hidden folks in hand-drawn, interactive, miniature landscapes. Unfurl tent flaps, cut through bushes, slam doors, and poke some crocodiles! Rooooaaaarrrr!!!!!",Overwhelmingly Positive,97,6752,14.99,"['Hidden Object', 'Casual', 'Hand-drawn', 'Indie', 'Puzzle', 'Point & Click', 'Funny', '2D', 'Relaxing', 'Singleplayer', 'Minimalist', 'Family Friendly', 'Cute', 'Touch-Friendly', 'Adventure', 'Isometric', 'Design & Illustration', 'Audio Production', 'Short', 'Great Soundtrack']",15180,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
Smash Up,"Smash Up is the digital adaptation of the award-winning (and totally awesome) card game. Smash together two factions, and destroy your opponent with a wild and wacky combination of pirates, nerds, zombies, wizards and more!",Mixed,55,100,6.99,"['Strategy', 'Card Game', 'Board Game', 'Early Access', 'Zombies', 'Aliens', 'Pirates', 'Ninja', 'Turn-Based Strategy']",29372,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Infinite Minigolf,"Explore thousands of holes created by the community, set new world records, participate in multiplayer competitions, customize your character with unlockable clothes and accessories or create your own courses – the possibilities are endless in Infinite Mini Golf.",Mostly Positive,74,101,14.99,"['Mini Golf', 'Golf', 'Level Editor', 'VR', 'Indie', 'Sports', 'Replay Value', 'Multiplayer', 'Casual', 'Local Multiplayer', 'Relaxing', 'Singleplayer', 'Cute', 'Arcade', 'Building', '3D', 'Family Friendly', 'Third Person', 'Cartoony', 'Colorful']",16400,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1
Space Pilgrim Episode IV: Sol,"Locked away in the most secure prison in the galaxy, with little hope of escape, Gail Pilgrim faces the most difficult ordeals of her life. Her only hope lies in trusting those who she has come to regard as her friends.",Very Positive,90,302,1.99,"['Adventure', 'Indie', 'RPGMaker', 'Space', 'Sci-fi', 'Female Protagonist', 'Story Rich', '2D', 'RPG', 'Pixel Graphics', 'Casual', 'Point & Click', 'Top-Down', 'Singleplayer', 'Puzzle', 'Episodic', 'JRPG', 'Exploration', 'Retro', 'Futuristic']",29909,1,1,0,1,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
IS Defense,"„IS Defense” is a game set in politically-fictional 2020 – where the expansion of ISIS went out of hand. The player takes the role of NATO’s stationary machine-gun operator, deployed to defend the shores of Europe.",Very Positive,92,1241,5.99,"['Action', 'Indie', 'Shooter', 'On-Rails Shooter', 'War', 'First-Person', 'Singleplayer', 'FPS', 'Violent']",16021,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Spellstone,Spellstone is a fantasy card game with beautiful hand-drawn art and rich lore! Collect hundreds of striking cards to battle through a compelling story and unravel the mystery of the Void.,Mixed,63,413,0,"['Card Battler', 'Deckbuilding', 'Free to Play', 'Card Game', 'Strategy', 'RPG', 'Adventure', 'Fantasy']",30132,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Space Rangers: Quest,SPACE RANGERS: QUEST is a new text adventure in the world of Space Rangers with a touch of nostalgia. Save the Coalition from the new threat!,Mixed,53,78,9.99,"['Adventure', 'RPG', 'Space', 'Sci-fi', 'Text-Based']",29919,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coffin of Ashes,"Delilah is an ordinary school girl who accidentally discovers an old mansion on a rainy night. As her exploration in the mansion continues, she finds many mysterious phenomena that can't be explained. In this mansion covered by ashes, what's the secret hidden deep underground?",Very Positive,93,655,3.84,"['RPG', 'Adventure', 'Anime', 'Horror', 'RPGMaker', 'Female Protagonist', 'Thriller', 'Indie', 'Casual', 'Puzzle', 'Pixel Graphics', 'JRPG', '2D', 'Psychological Horror', 'Story Rich', 'Exploration', 'Classic', 'Atmospheric', 'Cute', 'Dark']",6517,1,0,0,1,1,1,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0
The Talos Principle VR,The Talos Principle VR is a virtual reality version of Croteam's critically acclaimed first-person puzzle game in the tradition of philosophical science fiction.,Very Positive,83,700,29.99,"['Adventure', 'VR', 'Puzzle', 'Action', 'Indie', 'First-Person', 'Philosophical']",33990,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Cube Runner,"Cube Runner is a 3d action platformer that's simple to learn, exciting to play, and deep enough to challenge even the greatest gamers.",Very Positive,86,575,10.99,"['Casual', 'Indie', 'Action', 'Platformer', 'Great Soundtrack']",7414,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wayout 2: Hex,Can you find it again?,Very Positive,88,298,0.99,"['Casual', 'Indie', 'Puzzle', 'Atmospheric', 'Strategy', 'Minimalist']",37174,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Orbt XL,"Defy Gravity! Orbt XL is an intense, addictive and fun 'just-one-more-round' score chaser. Perfect for playing while waiting in queue for another game.",Overwhelmingly Positive,96,3012,0.99,"['Indie', 'Casual', 'Action', 'Space', '2D', 'Singleplayer', 'Arcade', 'Score Attack', 'Family Friendly', 'Great Soundtrack', 'Retro', 'Difficult', 'Replay Value', 'Fast-Paced', 'Sci-fi', 'Soundtrack', 'Addictive', 'Classic', 'Controller', 'Survival']",23154,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
Lydia,Award winning emotional visual novel about a little girl in a world of adults. How can you find a monster you can’t see?,Very Positive,88,509,1.59,"['Adventure', 'Indie', 'Point & Click', 'Female Protagonist', 'Story Rich', 'Psychological', 'Atmospheric', 'Great Soundtrack', 'Horror', 'Psychological Horror', 'Visual Novel', 'Survival Horror', 'Mature', '2D', 'Short', 'Dark']",19257,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Corridor Z,"Be quick or be undead! Ordinary high school, zombie outbreak and the bunch of survivors in a run for life.",Very Positive,84,123,7.99,"['Action', 'Indie', 'Adventure', 'Zombies', 'Runner']",6916,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Deep Sky Derelicts,"Deep Sky Derelicts is an original combination of turn-based strategy and RPG, enriched with tactical card combat and popular roguelike elements. Explore derelict alien ships, fight, loot and upgrade your gear, all in distinctive retro-futuristic comic book aesthetic style.",Mostly Positive,74,1582,19.99,"['Roguelike Deckbuilder', 'RPG', 'Strategy', 'Card Battler', 'Deckbuilding', 'Indie', 'Turn-Based Combat', 'Dungeon Crawler', 'Space', 'Turn-Based', 'Roguelite', 'Sci-fi', 'Comic Book', 'Roguelike', 'Card Game', 'Tactical', 'Atmospheric', 'Dark Fantasy', 'Team-Based', 'Great Soundtrack']",8504,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roof Rage,Roof Rage is a Martial Arts Platform Fighter featuring epic rooftop battles. Play with up to 8 players locally or 1vs1 online.,Very Positive,90,488,14.99,"['Indie', 'Action', 'Fighting', '2D Fighter', 'Pixel Graphics', 'Multiplayer', '2D', 'Retro', 'Local Multiplayer', 'Arcade', 'Early Access', 'Platformer', 'Martial Arts']",27134,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
Chambara,The award-winning couch-multiplayer stealth brawler comes to PC! Duel in a black and white world where foes can come from anywhere!,Positive,90,21,6.99,"['Action', 'Indie', '4 Player Local', 'Local Multiplayer', 'Stealth', 'Split Screen', 'Experimental']",5808,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technicity,"A first-person city-building game with powerful tools that allow you to build faster and bigger. Design your own construction blocks and furniture in factories, terraform the open world, build roads and use vehicles to travel to different cities that you or your friends create in solo or coop mode.",Very Positive,81,105,17.99,"['3D', 'City Builder', 'Sandbox', 'Building', 'Crafting', 'Simulation', 'Open World', 'Automation', 'Online Co-Op', 'Singleplayer', 'First-Person', 'Multiplayer', 'Transportation', 'Exploration', 'Modern', 'Realistic', 'Economy', 'Co-op', 'Flight', 'Resource Management']",32126,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Super Ledgehop: Double Laser,Cutie anime girl realizes her cool big bro is missing?? Cheese it up with Chizuru and SHOOT TO THE BEAT OF THE SONG in this top down bullet hell shooter! Absorb enemy bullets using your waveshines to utilize their bullets as your own! Show those cheeseheads that you're better!,Overwhelmingly Positive,97,521,0.99,"['Rhythm', 'Top-Down Shooter', 'Cute', 'Funny', 'Memes', 'Bullet Hell', ""Shoot 'Em Up"", 'Anime', 'Story Rich', 'Comedy', 'Pixel Graphics', 'Female Protagonist', 'Indie', 'Action', 'Adventure', 'Faith', 'Crime', 'Singleplayer', 'Shooter', 'Twin Stick Shooter']",31203,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0
Hyper Echelon,The Cyan Galaxy is in peril! Your trusty little star fighter and rag tag squad of wingmen are the only hope against the evil EXODON! Level up from a pea shooter to an offensive powerhouse as you engage in frantic combat across many wondrous locales.,Positive,92,27,19.99,"[""Shoot 'Em Up"", 'Top-Down Shooter', 'Pixel Graphics', 'Arcade', 'Bullet Hell', '2D', 'Shooter', 'Top-Down', 'Flight', 'Dragons', 'Procedural Generation', 'Bullet Time', 'Linear', 'Action', 'Colorful', 'Space', 'Sci-fi', 'Score Attack', 'Robots', ""1990's""]",15775,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
VTuber Maker,"VTuber Maker is the #1 free, simplistic, and 3D Avatar tool for VTuber Content, just with a webcam.",Mostly Positive,79,1225,0,"['Animation & Modeling', 'Video Production', 'Design & Illustration', 'Game Development', 'Utilities', 'Free to Play', 'Software', 'Anime']",36218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Skinwalker Hunt,"Skinwalker Hunt is a horror themed hunting game from the creator of Witch Hunt. Main focus of the game is on exploration, non-linear gameplay, and atmosphere.",Very Positive,92,555,12.99,"['Survival Horror', 'Open World', 'Horror', 'First-Person', 'Shooter', 'Singleplayer', 'Dark', '3D', 'Action-Adventure', 'FPS', 'Adventure', 'Atmospheric', 'Exploration', 'Hunting', 'Nonlinear', 'Action', 'Survival', 'Supernatural', 'Combat', 'Loot']",29152,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
aMAZE St.Patrick,aMAZE St.Patrick is a straightforward and surprisingly - difficult celebration of the simple beauty of the maze with Saint Patrick's Day art and calm soundtrack.,Positive,87,16,0.37,"['Indie', 'Casual', 'Relaxing', 'Puzzle', '2D', 'Difficult', 'Singleplayer', 'Short', 'Stylized', 'Colorful', 'Abstract', 'Cute', 'Family Friendly', 'Replay Value', 'Atmospheric', 'Old School', 'Retro', 'Classic', 'Fast-Paced', 'Side Scroller']",38649,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1
Fat Prisoner Simulator,"Fat Prisoner Simulator - a soccer simulator where you play the role of a prisoner. The jail managers have noticed that some prisoners, who really like to eat a lot, can hardly go through the doors, including those of their cells.",Very Positive,84,300,0.99,"['Sports', 'Indie', 'Simulation', 'Funny', 'Physics', 'Fighting', 'Third Person', 'Comedy', 'Singleplayer', 'Fast-Paced', 'Relaxing', 'Atmospheric', 'Replay Value', 'Arcade', 'Sandbox', 'Multiplayer', 'Sexual Content']",11790,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
泡沫冬景,"It is the year 1988. Japan is in the midst of the bubble economy. New buildings are sprouting up everywhere, and the people are ecstatic. This is a story of people who live for one year... in such a little corner of the city.",Overwhelmingly Positive,95,3825,14.99,"['Adventure', 'Casual', 'Indie', 'Visual Novel', 'Anime', 'Retro']",39393,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
The Drift Challenge,Slide your ride in different game modes. Earn XP points and complete challenges to level up and unlock cars or drift with friends in the Online Multiplayer mode.,Very Positive,83,486,5.99,"['Racing', 'Sports', 'Driving', '3D', 'Multiplayer', 'Physics', 'Early Access', 'Singleplayer', 'Indie']",32812,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Psy High 2: High Summer,"You’ve saved your high school – now save summer camp! When the ghost stories at Camp Cedarcrest turn out to be even stranger than you thought, you need to make some tough choices about how to use this powerful new magic.",Positive,90,10,6.99,"['Adventure', 'RPG', 'Indie', 'Text-Based']",25190,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DemonCrawl,"DemonCrawl is a puzzle roguelite that combines the addicting gameplay of Minesweeper with hundreds of unique items, stages, and abilities!",Very Positive,80,973,14.99,"['Indie', 'Strategy', 'RPG', 'Adventure', 'Puzzle', 'Roguelite', 'Great Soundtrack', 'Roguelike', '2D', 'Difficult', 'Singleplayer', 'Replay Value', 'Dungeon Crawler', 'Retro', 'Pixel Graphics']",8686,1,1,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
